"CAS","RunID","ModelCode","Value","RefID","DataFlag","ShowDataWarning","Comments","UserModified","userComment","DoNotShowValue"
3380345,,"ksoil","0.0385",26,,1,,0,,0
3380345,,"LogKow","3.6",26,,1,"Midpoint of range (2.39-4.8); Sources 1, 11, 23, 24, 26, 27 in table 5-1",0,,0
3380345,,"MW","289.55",44,,1,,0,,0
3380345,,"Pc","-9999",143,"D",0,,0,,1
3380345,,"RCF","17.9",9,"C",1,"Calculated by model based on log Kow using correlation equation in cited reference.",0,,0
3380345,,"RfC","0",196,"M",0,,0,,0
3380345,,"RfD","0.3",42,,0,"sub-chronic",0,,0
3380345,,"RfD_fish","0.3",42,,0,"sub-chronic",0,,1
3380345,,"RfD_food","0.3",42,,0,"sub-chronic",0,,1
3380345,,"RfD_soil","0.3",42,,0,"sub-chronic",0,,1
3380345,,"RfD_water","0.3",42,,0,"sub-chronic",0,,1
3380345,,"Sol","5.5",26,,0,"Midpoint of range [log 0, 1]; Sources 1, 11, 23, 24, 26, 27 in table 5-1  ",0,,0
3380345,,"tb","285",28,,0,"Decomposes at 280-290 deg C",0,,1
3380345,,"tc","-9999",143,"D",0,,0,,1
3380345,,"UseRfDPath","0",146,,0,,0,,1
22204531,,"MW","230.27",44,,1,,0,,0
22204531,,"Pc","-9999",143,"D",0,,0,,1
7783008,,"CTPWaste","6.2",145,"C",0,"Calculated from CTPWasteDry assuming 40% solids",0,,1
117817,,"CTPWaste","110",145,"C",0,"Calculated from CTPWasteDry assuming 40% solids",0,,1
66357355,,"AntB","-9999",143,"D",0,,0,,1
66357355,,"Antc","-9999",143,"D",0,,0,,1
7440484,,"BCF_beef","0.245",6,"",1,"Ff =2.0E-02 day/kg; converted to BCF using Travis & Arms (1988)",0,"",0
7440622,,"BCF_beef","0.0307",6,"",1,"Ff =2.5E-03 day/kg; converted to BCF using Travis & Arms (1988)",0,"",0
66357355,,"BrExfruit","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
66357355,,"BrExveg","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
66357355,,"BrForage","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
66357355,,"BrGrain","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
66357355,,"BrProfruit","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
66357355,,"BrProveg","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
66357355,,"BrSilage","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
66357355,,"Bs","1",144,,0,"Always 1",0,,1
66357355,,"Bv","0",143,"Z",1,"Set to zero: HLC <1E-10.",0,,0
66357355,,"CAS","66357355",146,,0,,0,,0
66357355,,"ChemName","Ranitidine",146,,0,,0,,0
66357355,,"ChemType","O",146,,0,,0,,1
66357355,,"CSFOral","0",196,"M",0,,0,,0
11006761,,"Kaer","0.00401",14,,0,"t1/2 range is 87-183 days; based on 183 days and converted to rate",0,,0
11006761,,"Kpo","0",196,"M",0,"",0,,0
154212,,"temp_ref_aer_all","25",143,"",0,,0,"",0
657249,,"temp_ref_aer_all","25",143,"",0,,0,"",0
91576,,"temp_ref_aer_all","25",143,"",0,,0,"",0
22204531,,"temp_ref_aer_all","25",143,"",0,,0,"",0
70458967,,"temp_ref_aer_all","25",143,"",0,,0,"",0
14698294,,"temp_ref_aer_all","25",143,"",0,,0,"",0
79572,,"temp_ref_aer_all","25",143,"",0,,0,"",0
2795393,,"BCF_T4F","1500",251,,0,"Table 4",0,,0
2795393,,"BCF_T4W","3500",251,,0,"Table 4",0,,0
3380345,,"BCF_T3F","210",18,"E",0,"Updated logKow to 3.6 (Physprop has 4.76)",0,,0
3380345,,"BCF_T3W","210",18,"E",0,"Updated logKow to 3.6 (Physprop has 4.76)",0,,0
57830,,"temp_ref_aer_all","25",143,"",0,,0,"",0
66357355,,"temp_ref_aer_all","25",143,"",0,,0,"",0
98105998,,"temp_ref_aer_all","25",143,"",0,,0,"",0
68359,,"temp_ref_aer_all","25",143,"",0,,0,"",0
57681,,"temp_ref_aer_all","25",143,"",0,,0,"",0
723466,,"temp_ref_aer_all","25",143,"",0,,0,"",0
72140,,"temp_ref_aer_all","25",143,"",0,,0,"",0
58220,,"temp_ref_aer_all","25",143,"",0,,0,"",0
60548,,"temp_ref_aer_all","25",143,"",0,,0,"",0
148798,,"temp_ref_aer_all","25",143,"",0,,0,"",0
738705,,"temp_ref_aer_all","25",143,"",0,,0,"",0
11006761,,"temp_ref_aer_all","25",143,"",0,,0,"",0
18559949,,"temp_ref_anae_all","25",143,"",0,,0,"",0
68631492,,"temp_ref_anae_all","25",143,"",0,,0,"",0
1163195,,"temp_ref_anae_all","25",143,"",0,,0,"",0
5436431,,"temp_ref_anae_all","25",143,"",0,,0,"",0
117817,,"temp_ref_anae_all","25",143,"",0,,0,"",0
298464,,"temp_ref_anae_all","25",143,"",0,,0,"",0
57625,,"temp_ref_anae_all","25",143,"",0,,0,"",0
51481619,,"temp_ref_anae_all","25",143,"",0,,0,"",0
68631492,,"BrProfruit","0.00153",58,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,,0
68631492,,"BrProveg","0.00153",58,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,,0
68631492,,"BrSilage","0.00153",58,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,,0
68631492,,"Bs","1",144,,0,"Always 1",0,,1
68631492,,"Bv","2840000",5,"C",1,"Calculated by model based on log Kow and HLC using correlation equation in cited reference.",0,,0
7440417,,"CTPWaste","0.42",145,"C",0,"Calculated from CTPWasteDry assuming 40% solids",0,,1
68631492,,"CAS","68631492",146,,0,,0,,0
68631492,,"ChemName","BDE-153 (Hexabromodiphenyl ether, 2,2',4,4',5,5')",146,,0,,0,,0
68631492,,"ChemType","O",146,,0,,0,,1
68631492,,"CSFOral","0",196,"M",0,,0,,0
14797650,,"CTPWaste","380",145,"C",0,"Calculated from CTPWasteDry assuming 40% solids",0,,1
15687271,,"CTPWaste","1.3",145,"C",0,"Calculated from CTPWasteDry assuming 40% solids",0,,1
16065831,,"ChemType","M",146,,0,,0,,1
16065831,,"CSFOral","0",196,"M",0,,0,,0
16065831,,"CTPWasteDry","227",244,,0,"Table 11; lognormal; data for chromium",0,,0
16065831,,"Da","0",197,,0,"Not applicable to metals",0,,1
16065831,,"Density","5.22",15,,1,"at 25 deg C",0,,0
16065831,,"Dw","0.0000201",69,"E",1,"Estimated at 25 deg C using MW (151.99 g/mol) and Density (5.22 g/mL) of chomic oxide in calculation.",0,,0
16065831,,"HLC","0",197,,0,"Not applicable to metals",0,,1
16065831,,"IUR","0",196,"M",0,,0,,0
16065831,,"Kd","6310",63,,1,"From literature data (raw, n=22); logKd range: 1-4.7, mean: 3.8, std dev: 0.4, lognormal distribution.",0,,0
16065831,,"KpPar","18.07",25,,0,,0,,1
16065831,,"MW","152",15,,1,,0,,0
16065831,,"RfC","0",196,"M",0,,0,,0
16065831,,"RfD","1.5",29,,0,,0,,0
7783008,,"BrProfruit","0.02",59,,1,,0,,0
7783008,,"BrProveg","0.016",59,,1,,0,,0
7783008,,"BrRoot","0.022",59,,1,,0,,0
7783008,,"BrSilage","0.006",59,,1,,0,,0
7783008,,"Bs","1",144,,0,"Always 1",0,,1
7783008,,"CAS","7783008",146,,0,,0,,0
7783008,,"ChemName","Selenium (VI)",146,,0,,0,,0
7783008,,"ChemType","M",146,,0,,0,,1
7783008,,"CSFOral","0",196,"M",0,,0,,0
7783008,,"CTPWasteDry","15.6",244,,0,"Table 11; lognormal; data for selenium",0,,0
7783008,,"Da","0",197,,0,"Not applicable to metals",0,,1
7783008,,"Density","3",15,,1,,0,,0
7783008,,"Dw","0.0000159",69,,1,"at 25 deg C",0,,0
7783008,,"HLC","0",197,,0,"Not applicable to metals",0,,1
7783008,,"IUR","0",196,"M",0,,0,,0
7783008,,"Kd","1",63,,1,"From literature data (edited, n=11); logKd range: -0.3-2.4, mean: 1.3, std dev: 0.4, lognormal assumed.",0,,0
7783008,,"KpPar","18.07",25,,0,,0,,1
7783008,,"MW","129",15,,1,,0,,0
206440,,"AntB","-9999",143,"D",0,,0,,1
206440,,"Antc","-9999",143,"D",0,,0,,1
206440,,"BrExfruit","0.05",58,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,,0
206440,,"BrExveg","0.05",58,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,,0
206440,,"BrForage","0.05",58,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,,0
206440,,"BrGrain","0.05",58,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,,0
206440,,"BrProfruit","0.05",58,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,,0
206440,,"BrProveg","0.05",58,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,,0
206440,,"BrSilage","0.05",58,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,,0
206440,,"Bs","1",144,,0,"Always 1",0,,1
7783008,,"RfC","0",196,"M",0,,0,,0
7783008,,"RfD","0.005",29,,0,"used selenium 7782-49-2 value",0,,0
7783008,,"RfD_fish","0.005",29,,0,"used selenium 7782-49-2 value",0,,1
7783008,,"RfD_food","0.005",29,,0,"used selenium 7782-49-2 value",0,,1
7783008,,"RfD_soil","0.005",29,,0,"used selenium 7782-49-2 value",0,,1
79572,,"BCF_beef","0.000111",49,"Bl",1,"Calculated by model based on lower-bound logKow (-0.67) using correlation equation in cited reference.",0,"",0
91576,,"BCF_beef","0.29",49,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,"",0
7783008,,"BCF_beef","0.232",59,"",1,"Tbl 5.2.4-3, p 5-131",0,"",0
7783008,,"RfD_water","0.005",29,,0,"used selenium 7782-49-2 value",0,,1
7783008,,"Sol","1000000",28,,0,"At 20 deg C",0,,1
7783008,,"tb","685",15,,0,"Used selenium as a surrogate",0,,1
114078,,"RfD_water","0.0007",20,,0,"ADI",0,,1
114078,,"Sol","4.24",18,"E",0,"Estimated at 25 deg C",0,,0
114078,,"tb","632.6",54,"E",0,,0,,1
114078,,"tc","-9999",143,"D",0,,0,,1
114078,,"UseRfDPath","0",146,,0,,0,,1
117817,,"AntB","-9999",143,"D",0,,0,,1
117817,,"Antc","-9999",143,"D",0,,0,,1
117817,,"BrExfruit","0.00157",58,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,,0
117817,,"BrExveg","0.00157",58,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,,0
3380345,,"BCF_T4F","250",18,"E",0,"Updated logKow to 3.6 (Physprop has 4.76)",0,,0
3380345,,"BCF_T4W","250",18,"E",0,"Updated logKow to 3.6 (Physprop has 4.76)",0,,0
5436431,,"BCF_T3F","4.5E+05",18,"E",0,"Entered log Kow manually, no Physprop data",0,,0
5436431,,"BCF_T3W","4.5E+05",18,"E",0,"Entered log Kow manually, no Physprop data",0,,0
5436431,,"BCF_T4F","5.4E+05",18,"E",0,"Entered log Kow manually, no Physprop data",0,,0
5436431,,"BCF_T4W","5.4E+05",18,"E",0,"Entered log Kow manually, no Physprop data",0,,0
7429905,,"BCF_T3F","36",17,"S",0,"BCF",0,,0
7429905,,"BCF_T3W","36",17,"S",0,"BCF",0,,0
117817,,"BrForage","0.00157",58,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,,0
117817,,"BrGrain","0.00157",58,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,,0
117817,,"BrProfruit","0.00157",58,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,,0
117817,,"BrProveg","0.00157",58,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,,0
117817,,"BrSilage","0.00157",58,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,,0
117817,,"Bs","1",144,,0,"Always 1",0,,1
117817,,"Bv","25700000",5,"C",1,"Calculated by model based on log Kow and HLC using correlation equation in cited reference.",0,,0
117817,,"CAS","117817",146,,0,,0,,0
117817,,"ChemName","Bis(2-ethylhexyl)phthalate ",146,,0,,0,,0
117817,,"ChemType","O",146,,0,,0,,1
117817,,"CSFOral","0.014",29,,0,,0,,0
117817,,"CTPWasteDry","267",244,,0,"Table 11; lognormal",0,,0
117817,,"Da","0.0264",54,"E",1,,0,,0
117817,,"Dw","4.07E-6",54,"E",1,,0,,0
117817,,"HLC","2.7E-7",18,"E",1,"Estimated at 25 deg C ",0,,0
117817,,"IUR","2.4E-6",11,,0,,0,,0
117817,,"Kanaer","0.0184",28,,1,"Bis(2-ethylhexyl) phthalate had an average anaerobic biodegradation half-life of 37.7 days calculated in 6 river sediment samples taken from Taiwan rivers. ",0,,0
117817,,"kh","0",28,,1,"Bis(2-ethylhexyl) phthalate is not expected to undergo hydrolysis in the environment based on an aqueous hydrolysis half-life of 2,000 years was determined at pH 7. This would correspond to a hydrolysis rate of 9.49E-07/day.",0,,0
117817,,"Koc","87400",28,,1,,0,,0
117817,,"KpPar","18.07",25,,0,,0,,1
117817,,"ksoil","0.0133",28,,1,"Used a median half life value of 52 days.",0,,0
206440,,"Bv","730",5,"C",1,"Calculated by model based on log Kow and HLC using correlation equation in cited reference.",0,,0
206440,,"CAS","206440",146,,0,,0,,0
206440,,"ChemName","Fluoranthene",146,,0,,0,,0
206440,,"ChemType","O",146,,0,,0,,1
206440,,"CSFOral","0.002",48,,0,,0,,0
206440,,"CTPWasteDry","5.26",71,,0,"Table 4-6; Lognormal",0,,0
206440,,"Da","0.0276",69,,1,,0,,0
206440,,"Dw","7.18E-6",69,,1,,0,,0
206440,,"HLC","1.61E-5",50,,1,,0,,0
206440,,"IUR","0",196,"M",0,,0,,0
206440,,"Kanaer","0.00039",27,,1,,0,,0
206440,,"kh","0",196,"M",1,,0,,0
206440,,"Koc","162250",28,,1,,0,,0
206440,,"KpPar","18.07",25,,0,,0,,1
206440,,"ksoil","0.0016",27,,1,,0,,0
206440,,"LogKoc","5.21",28,,0,,0,,1
206440,,"LogKow","5",50,,1,,0,,0
206440,,"MW","202.26",50,,1,,0,,0
206440,,"Pc","-9999",143,"D",0,,0,,1
206440,,"RCF","214",9,"C",1,"Calculated by model based on log Kow using correlation equation in cited reference.",0,,0
206440,,"RfC","0",196,"M",0,,0,,0
206440,,"RfD","0.04",29,,0,,0,,0
206440,,"RfD_fish","0.04",29,,0,,0,,1
206440,,"RfD_food","0.04",29,,0,,0,,1
206440,,"RfD_soil","0.04",29,,0,,0,,1
206440,,"RfD_water","0.04",29,,0,,0,,1
206440,,"Sol","0.26",44,,0,,0,,0
206440,,"tb","384",50,,0,,0,,1
206440,,"tc","-9999",143,"D",0,,0,,1
206440,,"UseRfDPath","0",146,,0,,0,,1
60348609,,"CTPWaste","0.68",145,"C",0,"Calculated from CTPWasteDry assuming 40% solids",0,,1
206440,,"BCF_beef","0.482",49,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,"",0
7439965,,"KpPar","18.07",25,,0,,0,,1
7439965,,"MW","54.93805",50,,1,,0,,0
7439965,,"RfC","5e-005",29,,0,,0,,0
7439965,,"RfD","0",196,"M",0,,0,,1
7439965,,"RfD_fish","0.14",29,,1,,0,,0
7439965,,"RfD_food","0.14",29,,1,,0,,0
7439965,,"RfD_soil","0.047",29,,1,,0,,0
7439965,,"RfD_water","0.047",29,,1,,0,,0
7439965,,"Sol","100000",143,"M",0,"Default to prevent model crash; no data",0,,1
7439965,,"tb","1962",50,,0,,0,,1
7439965,,"UseRfDPath","1",146,,0,,0,,1
7439976,,"AntB","-9999",143,"D",0,,0,,1
7439976,,"Antc","-9999",143,"D",0,,0,,1
7429905,,"BCF_T4F","36",17,"S",0,"BCF",0,,0
7429905,,"BCF_T4W","36",17,"S",0,"BCF",0,,0
7439896,,"BCF_T3F","19",210,"S",0,"BCF",0,,0
7439976,,"BrExfruit","0",197,,0,"Ingestion pathways modeled only for divalent mercury",0,,1
7439976,,"BrExveg","0",197,,0,"Ingestion pathways modeled only for divalent mercury",0,,1
7439976,,"BrForage","0",197,,0,"Ingestion pathways modeled only for divalent mercury",0,,1
7439976,,"BrGrain","0",197,,0,"Ingestion pathways modeled only for divalent mercury",0,,1
7439976,,"BrProfruit","0",197,,0,"Ingestion pathways modeled only for divalent mercury",0,,1
7439976,,"BrProveg","0",197,,0,"Ingestion pathways modeled only for divalent mercury",0,,1
7439976,,"BrRoot","0",197,,0,"Ingestion pathways modeled only for divalent mercury",0,,1
7439976,,"BrSilage","0",197,,0,"Ingestion pathways modeled only for divalent mercury",0,,1
7439976,,"Bs","1",144,,0,"Always 1",0,,1
7439976,,"Bv","0",197,,0,"Ingestion pathways modeled only for divalent mercury",0,,1
7439976,,"CAS","7439976",146,,0,,0,,0
7439976,,"ChemName","Mercury (elemental)",146,,0,,0,,0
7439976,,"ChemType","Hg",146,,0,,0,,1
7439976,,"CSFOral","0",196,"M",0,,0,,0
7439976,,"CTPWasteDry","3.09",244,,0,"Table 11; lognormal",0,,0
7439976,,"Da","0.055",38,"E",1,"Estimated at 25 deg C using MW (201 g/mol).",0,,0
7439976,,"Density","13.534",15,,1,,0,,0
7439976,,"Dw","6.4E-6",38,,1,,0,,0
7439976,,"HLC","0.0071",38,,1,,0,,0
7439976,,"IUR","0",196,"M",0,,0,,0
7439976,,"Kanaer","0",197,,0,"Metals are transformed, but not degraded; therefore, we assume degradation rates of zero.",0,,1
7439976,,"Kd","1000",38,,1,,0,,0
7439976,,"kh","0",197,,0,"Metals are transformed, but not degraded; therefore, we assume degradation rates of zero.",0,,1
7439976,,"Koc","0",197,,0,"Not applicable to metals",0,,1
7439976,,"KpPar","40.41",25,,0,,0,,1
7439976,,"ksoil","0",197,,0,"Metals are transformed, but not degraded; therefore, we assume degradation rates of zero.",0,,1
7439976,,"LogKow",,197,,0,"Not used",0,,1
7439976,,"MW","201",38,,1,,0,,0
7439976,,"Pc","1587",28,,0,,0,,1
7439976,,"RfC","0.0003",29,,0,,0,,0
7439976,,"RfD","0",196,"M",0,,0,,0
7439976,,"RfD_fish","0",196,"M",0,,0,,1
7439976,,"RfD_food","0",196,"M",0,,0,,1
7439976,,"RfD_soil","0",196,"M",0,,0,,1
7439976,,"RfD_water","0",196,"M",0,,0,,1
7439976,,"Sol","0.06",44,,0,"Experimental value at 25 deg C",0,,0
7439976,,"tb","356.72",44,,0,,0,,1
7439976,,"tc","1462",28,,0,,0,,1
7439976,,"UseRfDPath","0",146,,0,,0,,1
7439987,,"BrExfruit","0.06",6,,1,"Br (p.11).",0,,0
7439987,,"BrExveg","0.25",6,,1,"Bv (p.10).",0,,0
7439987,,"BrForage","4.5",176,,1,,0,,0
7439987,,"BrGrain","0.06",6,,1,"Br (p.11).",0,,0
7439987,,"BrProfruit","0.06",6,,1,"Br (p.11).",0,,0
7439987,,"BrProveg","0.06",6,,1,"Br (p.11).",0,,0
7439987,,"BrRoot","0.25",6,,1,"Bv (p.10).",0,,0
7439987,,"BrSilage","4.5",176,,1,,0,,0
7439987,,"Bs","1",144,,0,"Always 1",0,,1
7439987,,"CAS","7439987",146,,0,,0,,0
7439987,,"ChemName","Molybdenum",146,,0,,0,,0
7439987,,"ChemType","M",146,,0,,0,,1
7439987,,"CSFOral","0",196,"M",0,,0,,0
7439987,,"CTPWasteDry","40.5",71,,0,"Table 4-6; Lognormal",0,,0
7439987,,"Da","0",197,,0,"Not applicable to metals",0,,1
7439987,,"Density","10.2",50,,1,,0,,0
7439987,,"Dw","3.96E-5",69,,1,,0,,0
7439987,,"HLC","0",197,,0,"Not applicable to metals",0,,1
7439987,,"IUR","0",196,"M",0,,0,,0
7439987,,"Kd","20",63,,1,"mean of range",0,,0
7439987,,"KpPar","18.07",25,,0,,0,,1
7439987,,"MW","95.94",50,,1,,0,,0
7439987,,"RfC","0.002",2,,0,,0,,0
7439987,,"RfD","0.005",29,,0,,0,,0
7439987,,"RfD_fish","0.005",29,,0,,0,,1
7439987,,"RfD_food","0.005",29,,0,,0,,1
7439987,,"RfD_soil","0.005",29,,0,,0,,1
7439987,,"RfD_water","0.005",29,,0,,0,,1
7439987,,"Sol","100000",143,"M",0,"Default to prevent model crash; no data",0,,1
7439987,,"tb","5560",50,,0,,0,,1
7439987,,"UseRfDPath","0",146,,0,,0,,1
114078,,"CTPWaste","0.049",145,"C",0,"Calculated from CTPWasteDry assuming 40% solids",0,,1
14797558,,"BrForage","0",196,"M",1,,0,,0
14797558,,"BrGrain","0",196,"M",1,,0,,0
14797558,,"BrProfruit","0",196,"M",1,,0,,0
14797558,,"BrProveg","0",196,"M",1,,0,,0
14797558,,"BrRoot","0",196,"M",1,,0,,0
14797558,,"BrSilage","0",196,"M",1,,0,,0
14797558,,"Bs","1",144,,0,"Always 1",0,,1
14797558,,"CAS","14797558",146,,0,,0,,0
14797558,,"ChemName","Nitrate",146,,0,,0,,0
14797558,,"ChemType","M",146,,0,,0,,1
14797558,,"CSFOral","0",196,"M",0,,0,,0
14797558,,"CTPWasteDry","960",71,,0,"Table 4-6; Nonparametric; data for nitrate/nitrite",0,,0
14797558,,"Da","0",197,,0,"Not applicable to metals",0,,1
14797558,,"Density","2.26",28,,1,,0,,0
14797558,,"Dw","1.72E-5",69,,1,,0,,0
14797558,,"HLC","0",197,,0,"Not applicable to metals",0,,1
14797558,,"IUR","0",196,"M",0,,0,,0
14797558,,"Kd","0",63,,1,"mean of range",0,,0
14797558,,"KpPar","18.07",25,,0,,0,,1
14797558,,"MW","85.01",28,,1,,0,,0
7440224,,"BrExfruit","0.03",207,,1,"Max of geomeans across 3 studies, various starting conc, and various plants; aboveground plant parts only",0,,0
7440224,,"BrExveg","0.03",207,,1,"Max of geomeans across 3 studies, various starting conc, and various plants; aboveground plant parts only",0,,0
117817,,"BCF_beef","0.167",49,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,"",0
7439976,,"BCF_beef","0",197,"",0,"Ingestion pathways modeled only for divalent mercury",0,"",1
206440,,"CTPWaste","2.1",145,"C",0,"Calculated from CTPWasteDry assuming 40% solids",0,,1
7440224,,"BrForage","0.03",207,,1,"Max of geomeans across 3 studies, various starting conc, and various plants; aboveground plant parts only",0,,0
7440224,,"BrGrain","0.03",207,,1,"Max of geomeans across 3 studies, various starting conc, and various plants; aboveground plant parts only",0,,0
7440224,,"BrProfruit","0.03",207,,1,"Max of geomeans across 3 studies, various starting conc, and various plants; aboveground plant parts only",0,,0
7440224,,"BrProveg","0.03",207,,1,"Max of geomeans across 3 studies, various starting conc, and various plants; aboveground plant parts only",0,,0
7440224,,"BrRoot","1.2",207,,1,"Max of geomeans across 3 studies, various starting conc, and various plants; roots only",0,,0
7440224,,"BrSilage","0.03",207,,1,"Max of geomeans across 3 studies, various starting conc, and various plants; aboveground plant parts only",0,,0
7440224,,"Bs","1",144,,0,"Always 1",0,,1
7440224,,"CAS","7440224",146,,0,,0,,0
7440224,,"ChemName","Silver",146,,0,,0,,0
7440224,,"ChemType","M",146,,0,,0,,1
7440224,,"CSFOral","0",196,"M",0,,0,,0
7440224,,"CTPWasteDry","57",71,,0,"Table 4-6; Lognormal",0,,0
7440224,,"Da","0",197,,0,"Not applicable to metals",0,,1
7440224,,"Density","10.49",50,,1,,0,,0
7440224,,"Dw","3.75E-5",69,,1,,0,,0
7440224,,"HLC","0",197,,0,"Not applicable to metals",0,,1
7440224,,"IUR","0",196,"M",0,,0,,0
7440224,,"Kd","398",63,,1,"mean of range",0,,0
7440224,,"KpPar","18.07",25,,0,,0,,1
7440224,,"MW","107.8682",50,,1,,0,,0
7440224,,"RfC","0",196,"M",0,,0,,0
7440224,,"RfD","0.005",29,,0,,0,,0
7440224,,"RfD_fish","0.005",29,,0,,0,,1
7440224,,"RfD_food","0.005",29,,0,,0,,1
7440224,,"RfD_soil","0.005",29,,0,,0,,1
7440224,,"RfD_water","0.005",29,,0,,0,,1
7440224,,"Sol","100000",143,"M",0,"Default to prevent model crash; no data",0,,1
7440224,,"tb","2212",50,,0,,0,,1
7440224,,"UseRfDPath","0",146,,0,,0,,1
14797558,,"RfC","0",196,"M",0,,0,,0
14797558,,"RfD","1.6",29,,0,,0,,0
14797558,,"RfD_fish","1.6",29,,0,,0,,1
14797558,,"RfD_food","1.6",29,,0,,0,,1
14797558,,"RfD_soil","1.6",29,,0,,0,,1
14797558,,"RfD_water","1.6",29,,0,,0,,1
14797558,,"Sol","100000",143,"M",0,"Default to prevent model crash; no data",0,,1
14797558,,"tb","380",28,,0,,0,,1
14797558,,"UseRfDPath","0",146,,0,,0,,1
14797650,,"BrExfruit","0",196,"M",1,,0,,0
14797650,,"BrExveg","0",196,"M",1,,0,,0
14797650,,"BrForage","0",196,"M",1,,0,,0
14797650,,"BrGrain","0",196,"M",1,,0,,0
14797650,,"BrProfruit","0",196,"M",1,,0,,0
14797650,,"BrProveg","0",196,"M",1,,0,,0
14797650,,"BrRoot","0",196,"M",1,,0,,0
14797650,,"BrSilage","0",196,"M",1,,0,,0
106478,,"Kaer","0.00385",27,,0,"added for VVWM",0,,0
129000,,"Kaer","8.15",27,,0,"added for VVWM",0,,0
206440,,"Kaer","0.264",27,,0,"added for VVWM",0,,0
106478,,"Kpo","0",196,"M",0,,0,,0
7439987,,"BCF_beef","0.0736",6,"",1,"Ff =6.0E-03; converted to BCF using Travis & Arms (1988)",0,"",0
129000,,"Kpo","8.2",27,,0,"added for VVWM",0,,0
206440,,"Kpo","0.3",27,,0,"added for VVWM",0,,0
103902,,"Kaer","0.0462",18,"E",0,"",0,,0
103902,,"Kpo","0",196,"M",0,"",0,,0
60348609,,"Kaer","0.00385",18,"E",0,,0,,0
60348609,,"Kpo","0",196,"M",0,"",0,,0
50328,,"Kaer","0.0116",18,"E",0,,0,,0
50328,,"Kpo","31",37,,0,"",0,,0
335671,,"CTPWaste","0.12",145,"C",0,"Calculated from CTPWasteDry assuming 40% solids",0,,1
14797650,,"Bs","1",144,,0,"Always 1",0,,1
14797650,,"CAS","14797650",146,,0,,0,,0
14797650,,"ChemName","Nitrite",146,,0,,0,,0
14797650,,"ChemType","M",146,,0,,0,,1
14797650,,"CSFOral","0",196,"M",0,,0,,0
7439896,,"BCF_T3W","19",210,"S",0,"BCF",0,,0
7439896,,"BCF_T4F","19",210,"S",0,"BCF",0,,0
7439896,,"BCF_T4W","19",210,"S",0,"BCF",0,,0
14797650,,"CTPWasteDry","960",71,,0,"Table 4-6; Nonparametric; data for nitrate/nitrite",0,,0
14797650,,"Da","0",197,,0,"Not applicable to metals",0,,1
14797650,,"Density","2.26",28,,1,,0,,0
14797650,,"Dw","1.95E-5",69,,1,,0,,0
14797650,,"HLC","0",197,,0,"Not applicable to metals",0,,1
14797650,,"IUR","0",196,"M",0,,0,,0
14797650,,"Kd","0",63,,1,"mean of range",0,,0
14797650,,"KpPar","18.07",25,,0,,0,,1
14797650,,"MW","69",28,,1,,0,,0
14797650,,"RfC","0",196,"M",0,,0,,0
14797650,,"RfD","0.1",29,,0,,0,,0
14797650,,"RfD_fish","0.1",29,,0,,0,,1
14797650,,"RfD_food","0.1",29,,0,,0,,1
14797650,,"RfD_soil","0.1",29,,0,,0,,1
14797650,,"RfD_water","0.1",29,,0,,0,,1
14797650,,"Sol","100000",143,"M",0,"Default to prevent model crash; no data",0,,1
14797650,,"tb","320",182,,0,"ScienceLab.com",0,,1
14797650,,"UseRfDPath","0",146,,0,,0,,1
15687271,,"AntB","-9999",143,"D",0,,0,,1
